0 0.0998363 0.0998363 0.0980392 0.0980392
0.12 0.558953 0.826432 0.888627 0.874706
0.24 0.612897 0.807791 0.817288 0.821111
0.36 0.596555 0.729182 0.728366 0.731307
0.48 0.559574 0.650295 0.646732 0.649869
0.6 0.517357 0.576956 0.571536 0.571503
0.72 0.4727 0.511751 0.507778 0.50281
0.84 0.429288 0.45527 0.448333 0.448562
0.96 0.388543 0.403044 0.400261 0.396536
1.08 0.351219 0.358167 0.354706 0.350588
1.2 0.316064 0.317856 0.314902 0.310654
1.32 0.283723 0.281997 0.278725 0.275882
1.44 0.253347 0.250278 0.247876 0.244706
1.56 0.226784 0.222242 0.220163 0.215425
1.68 0.203028 0.196563 0.195915 0.192288
1.8 0.181195 0.174419 0.174216 0.170719
1.92 0.161588 0.155025 0.155392 0.153268
2.04 0.143993 0.138429 0.136895 0.13732
2.16 0.128421 0.122357 0.121111 0.121961
2.28 0.11464 0.107921 0.106895 0.108627
2.4 0.101841 0.0955646 0.0957516 0.0969281
2.52 0.0906056 0.0844354 0.0852614 0.087451
2.64 0.0805892 0.0746809 0.0762418 0.0762092
2.76 0.0716367 0.0660065 0.0678431 0.0666667
2.88 0.0634697 0.0583306 0.0598366 0.0595425
3 0.056563 0.0516858 0.052451 0.0528105
3.12 0.0502619 0.0460556 0.0466993 0.0456863
3.24 0.0444845 0.0410147 0.040719 0.0406536
3.36 0.03991 0.0367758 0.0353268 0.036732
3.48 0.0351391 0.0326514 0.0311111 0.0337908
3.6 0.0312848 0.0291653 0.0264706 0.0294771
3.72 0.0279214 0.0257447 0.0234967 0.0264052
3.84 0.0247791 0.0229133 0.0210458 0.0241176
3.96 0.0220704 0.0203273 0.018268 0.0203268
4.08 0.0196727 0.0183306 0.0164379 0.0179085
4.2 0.0173159 0.0163993 0.0143137 0.0160131
4.32 0.0153355 0.0147627 0.012451 0.0143791
4.44 0.0136498 0.0130769 0.0108497 0.0129412
4.56 0.0119394 0.0117185 0.00960784 0.0113725
4.68 0.0106956 0.0102782 0.00830065 0.00960784
4.8 0.00967267 0.00903437 0.00767974 0.00836601
4.92 0.00851882 0.00790507 0.00686275 0.00751634
5.04 0.00752046 0.00695581 0.00591503 0.00640523
5.16 0.00666121 0.00615385 0.00513072 0.00542484
5.28 0.00585925 0.00538462 0.00447712 0.00509804
5.4 0.00525368 0.00466448 0.00415033 0.00444444
5.52 0.0046563 0.00415712 0.00362745 0.00411765
5.64 0.00412439 0.00360065 0.00294118 0.00372549
5.76 0.00370704 0.00333879 0.00264706 0.0030719
5.88 0.00333879 0.00296236 0.00232026 0.00261438
6 0.00298691 0.00265139 0.00218954 0.00215686
