0 0.0998363 0.0980392 0.0980392
0.12 0.5591 0.58866 0.610654
0.24 0.591473 0.612026 0.644641
0.36 0.572193 0.585784 0.605752
0.48 0.538642 0.547222 0.559673
0.6 0.498249 0.504575 0.510458
0.72 0.457741 0.460654 0.461046
0.84 0.416939 0.417222 0.417516
0.96 0.380115 0.374804 0.374118
1.08 0.341146 0.336569 0.335163
1.2 0.307561 0.303889 0.302157
1.32 0.276858 0.271797 0.269346
1.44 0.2482 0.242876 0.239804
1.56 0.222651 0.218431 0.212614
1.68 0.1991 0.195392 0.190588
1.8 0.178151 0.174542 0.170065
1.92 0.159525 0.157614 0.150131
2.04 0.14252 0.140523 0.134902
2.16 0.126596 0.124935 0.12
2.28 0.11347 0.111699 0.107255
2.4 0.100998 0.101046 0.095817
2.52 0.0901964 0.0897712 0.085817
2.64 0.0805892 0.0793464 0.0743137
2.76 0.0716367 0.0709804 0.0666667
2.88 0.0634206 0.0638562 0.0598693
3 0.0564648 0.0562745 0.053268
3.12 0.04982 0.05 0.0478431
3.24 0.0443372 0.045 0.0422222
3.36 0.0394599 0.0401634 0.0370588
3.48 0.0348282 0.035719 0.0328758
3.6 0.0308347 0.0321895 0.0291503
3.72 0.0278069 0.0284967 0.0263399
3.84 0.0250409 0.0254902 0.0235948
3.96 0.0224223 0.0226144 0.0212418
4.08 0.0198854 0.0197712 0.0183007
4.2 0.017545 0.0174183 0.0160784
4.32 0.0154173 0.0156209 0.0145098
4.44 0.0138953 0.0138889 0.012549
4.56 0.0121931 0.012549 0.0112418
4.68 0.0105728 0.0111765 0.00993464
4.8 0.00932897 0.0101634 0.00895425
4.92 0.00826514 0.00928105 0.00771242
5.04 0.00728314 0.00813725 0.00647059
5.16 0.00662848 0.0074183 0.00568627
5.28 0.00605565 0.00660131 0.0048366
5.4 0.00554828 0.00584967 0.00424837
5.52 0.00492635 0.00535948 0.00359477
5.64 0.00445172 0.00490196 0.00313725
5.76 0.00386252 0.00447712 0.00267974
5.88 0.00338789 0.00405229 0.00254902
6 0.00306056 0.00359477 0.00222222
